IDCOLABORADOR,IDADE,INSATISTFEITO,STATUSCIVIL,GENERO,NOME,SETOR,CARGO,CEP,NIVELEDUCACAO,FORMACAO,RENDAMENSAL,DESCONTOULTIMAFATURA,ANONAEMPRESA,ANOSMESMAPOSICAO,ANOSDESDEULTIMAPROMOCAO
1116,48,Nao,Solteiro,Masculino,Ravi Oliveira,Saude,Gestor,1,4,Medicina,16154,Nao,5,4,2
1118,52,Nao,Solteiro,Masculino,Enzo Nunes,Saude,Representante da Saude,7,4,Ciencias Sociais,15322,Nao,8,6,4
1119,38,Nao,Divorciado,Masculino,Lorenzo Martins,Alimentos,Auditor,10,4,Marketing,5569,Sim,8,7,2
1124,46,Nao,Casado,Masculino,Theo Teixeira,Alimentos,Gestor,3,1,Marketing,15596,Nao,12,9,4
1125,38,Nao,Solteiro,Masculino,Gael Barros,Alimentos,Auditor,2,2,Marketing,20619,Nao,1,0,0
1127,39,Sim,Divorciado,Masculino,Ravi Santos,Saude,Representante da Saude,2,3,Ciencias Sociais,13547,Nao,18,7,11
1128,40,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Diretor de Pesquisa,14,3,Medicina,17544,Nao,20,7,4
1132,39,Nao,Solteiro,Masculino,Lorenzo Lopes,Saude,Tecnico de Laboratorio,9,3,Ciencias Sociais,8770,Nao,5,4,0
1133,36,Nao,Solteiro,Masculino,Theo Costa,Saude,Diretor de Manufatura,18,4,Ciencias Sociais,23238,Nao,11,9,0
1135,31,Nao,Casado,Masculino,Gael Rodrigues,Alimentos,Representante de Setor,20,3,Ciencias Sociais,21981,Nao,2,2,2
1136,28,Nao,Casado,Masculino,Ravi Oliveira,Saude,Pesquisador,2,1,Ciencias Sociais,19911,Nao,5,3,0
1137,35,Nao,Divorciado,Masculino,Enzo Nunes,Alimentos,Auditor,11,2,Marketing,18500,Nao,5,2,0
1138,49,Nao,Casado,Masculino,Lorenzo Martins,Alimentos,Auditor,8,4,Formacao Tecnica,11879,Nao,9,8,2
1140,34,Nao,Solteiro,Masculino,Theo Teixeira,Saude,Diretor de Manufatura,2,2,Ciencias Sociais,15834,Nao,3,2,0
1148,42,Nao,Solteiro,Masculino,Gael Barros,Saude,Tecnico de Laboratorio,29,3,Medicina,9558,Nao,1,0,0
1150,29,Nao,Casado,Masculino,Ravi Santos,Saude,Diretor de Manufatura,8,1,Medicina,17689,Sim,10,7,1
1152,38,Nao,Casado,Masculino,Enrico Mendes,Medicamentos,Tecnico de TI,1,3,Recursos Humanos,6004,Nao,7,6,5
1154,28,Nao,Divorciado,Masculino,Lorenzo Lopes,Saude,Pesquisador,6,3,Ciencias Sociais,22088,Sim,3,1,0
1156,18,Sim,Solteiro,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,8,1,Medicina,13556,Nao,0,0,0
1158,41,Nao,Casado,Masculino,Gael Rodrigues,Saude,Tecnico de Laboratorio,12,4,Ciencias Sociais,9051,Sim,1,0,0
1160,31,Sim,Casado,Masculino,Ravi Oliveira,Saude,Tecnico de Laboratorio,15,3,Medicina,6233,Nao,2,2,2
1162,27,Nao,Casado,Masculino,Enzo Nunes,Saude,Pesquisador,6,3,Ciencias Sociais,7950,Nao,4,2,2
1164,35,Nao,Solteiro,Masculino,Lorenzo Martins,Medicamentos,Tecnico de TI,8,4,Formacao Tecnica,7108,Nao,5,4,1
1167,42,Sim,Solteiro,Masculino,Theo Teixeira,Alimentos,Auditor,12,3,Ciencias Sociais,2447,Sim,21,9,13
1171,42,Nao,Solteiro,Masculino,Gael Barros,Alimentos,Auditor,4,4,Marketing,2253,Nao,6,4,1
1172,35,Nao,Casado,Masculino,Ravi Santos,Saude,Tecnico de Laboratorio,1,4,Medicina,16340,Nao,8,0,1
1173,24,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Tecnico de Laboratorio,24,3,Medicina,6409,Nao,4,3,1
1177,26,Nao,Casado,Masculino,Lorenzo Lopes,Saude,Tecnico de Laboratorio,3,4,Medicina,13421,Nao,8,7,0
1179,30,Nao,Casado,Masculino,Theo Costa,Alimentos,Auditor,10,3,Marketing,2706,Nao,10,3,1
1182,35,Nao,Divorciado,Masculino,Gael Rodrigues,Saude,Diretor de Manufatura,2,3,Ciencias Sociais,19588,Nao,7,7,6
1184,34,Nao,Solteiro,Masculino,Ravi Oliveira,Saude,Representante da Saude,1,3,Medicina,25755,Nao,13,9,4
1185,35,Nao,Casado,Masculino,Enzo Nunes,Saude,Tecnico de Laboratorio,4,4,Outros,26537,Nao,2,2,2
1193,19,Nao,Solteiro,Masculino,Lorenzo Martins,Saude,Pesquisador,9,2,Ciencias Sociais,7172,Nao,1,1,0
1198,20,Nao,Solteiro,Masculino,Theo Teixeira,Saude,Tecnico de Laboratorio,3,3,Ciencias Sociais,12828,Nao,2,2,1
1200,44,Sim,Solteiro,Masculino,Gael Barros,Saude,Pesquisador,10,4,Ciencias Sociais,10826,Sim,6,4,0
1203,22,Sim,Casado,Masculino,Ravi Santos,Saude,Pesquisador,3,4,Ciencias Sociais,4223,Sim,0,0,0
1206,44,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Pesquisador,17,3,Ciencias Sociais,4279,Nao,0,0,0
1207,33,Nao,Casado,Masculino,Lorenzo Lopes,Medicamentos,Tecnico de TI,2,3,Recursos Humanos,8429,Nao,5,4,1
1210,41,Sim,Divorciado,Masculino,Theo Costa,Saude,Pesquisador,5,2,Ciencias Sociais,20293,Nao,1,0,0
1211,30,Nao,Divorciado,Masculino,Gael Rodrigues,Alimentos,Auditor,29,4,Ciencias Sociais,13192,Nao,4,3,0
1212,40,Nao,Casado,Masculino,Ravi Oliveira,Alimentos,Auditor,2,4,Medicina,25440,Nao,0,0,0
1216,28,Nao,Casado,Masculino,Enzo Nunes,Saude,Tecnico de Laboratorio,19,4,Medicina,12449,Nao,6,5,3
1217,46,Nao,Casado,Masculino,Lorenzo Martins,Saude,Diretor de Pesquisa,15,2,Ciencias Sociais,10849,Nao,4,2,0
1218,35,Nao,Casado,Masculino,Theo Teixeira,Alimentos,Auditor,17,4,Ciencias Sociais,21026,Sim,7,7,1
1221,36,Nao,Divorciado,Masculino,Gael Barros,Saude,Tecnico de Laboratorio,6,4,Ciencias Sociais,6865,Nao,7,7,1
1224,30,Nao,Divorciado,Masculino,Ravi Santos,Saude,Tecnico de Laboratorio,7,4,Ciencias Sociais,11309,Nao,10,7,8
1225,44,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Pesquisador,29,4,Outros,7744,Nao,20,11,13
1226,20,Nao,Solteiro,Masculino,Lorenzo Lopes,Alimentos,Representante de Setor,21,3,Marketing,5050,Nao,2,1,2
1228,46,Nao,Divorciado,Masculino,Theo Costa,Saude,Diretor de Manufatura,2,4,Formacao Tecnica,17433,Nao,6,3,1
1231,42,Nao,Casado,Masculino,Gael Rodrigues,Medicamentos,Tecnico de TI,2,5,Medicina,12858,Nao,4,3,0
1233,60,Nao,Divorciado,Masculino,Ravi Oliveira,Alimentos,Auditor,7,4,Marketing,10893,Sim,11,7,1
1238,33,Nao,Casado,Masculino,Enzo Nunes,Saude,Pesquisador,9,3,Medicina,6311,Nao,14,10,4
1240,25,Nao,Solteiro,Masculino,Lorenzo Martins,Alimentos,Auditor,10,4,Ciencias Sociais,20623,Nao,4,3,1
1241,30,Nao,Casado,Masculino,Theo Teixeira,Saude,Pesquisador,1,3,Medicina,9369,Sim,11,9,5
1244,27,Nao,Casado,Masculino,Gael Barros,Saude,Pesquisador,14,3,Ciencias Sociais,14377,Sim,9,7,6
1250,54,Nao,Casado,Masculino,Ravi Santos,Saude,Diretor de Pesquisa,3,3,Ciencias Sociais,23474,Nao,10,9,0
1251,31,Nao,Casado,Masculino,Enrico Mendes,Saude,Representante da Saude,11,2,Medicina,17089,Sim,6,5,0
1255,43,Nao,Casado,Masculino,Lorenzo Lopes,Saude,Diretor de Pesquisa,3,3,Ciencias Sociais,18625,Nao,8,7,0
1256,49,Nao,Casado,Masculino,Theo Costa,Saude,Gestor,4,2,Medicina,12124,Nao,1,0,0
1257,36,Nao,Casado,Masculino,Gael Rodrigues,Saude,Pesquisador,3,3,Formacao Tecnica,9256,Nao,11,10,0
1258,48,Nao,Solteiro,Masculino,Ravi Oliveira,Saude,Tecnico de Laboratorio,2,2,Formacao Tecnica,16620,Nao,1,0,0
1259,27,Nao,Divorciado,Masculino,Enzo Nunes,Saude,Pesquisador,4,2,Ciencias Sociais,3208,Nao,5,3,0
1260,29,Nao,Divorciado,Masculino,Lorenzo Martins,Saude,Representante da Saude,7,3,Ciencias Sociais,4204,Sim,6,0,1
1263,48,Nao,Solteiro,Masculino,Theo Teixeira,Saude,Diretor de Pesquisa,1,3,Ciencias Sociais,8733,Nao,1,0,0
1267,44,Nao,Casado,Masculino,Gael Barros,Alimentos,Gestor,5,3,Marketing,8751,Nao,22,9,3
1268,33,Nao,Divorciado,Masculino,Benicio Lopes,Alimentos,Auditor,10,5,Marketing,21708,Sim,9,8,0
1270,23,Nao,Casado,Masculino,Bernardo Santos,Saude,Pesquisador,1,2,Ciencias Sociais,16901,Nao,1,0,0
1273,25,Sim,Solteiro,Masculino,Dante Mendes,Alimentos,Representante de Setor,24,1,Ciencias Sociais,8040,Sim,1,0,1
1275,26,Nao,Solteiro,Masculino,Gael Teixeira,Saude,Pesquisador,4,2,Ciencias Sociais,9973,Sim,8,5,2
1278,55,Nao,Divorciado,Masculino,Heitor Dias,Saude,Representante da Saude,8,1,Medicina,25592,Sim,33,9,15
1282,51,Nao,Divorciado,Masculino,Lorenzo Barros,Alimentos,Gestor,9,3,Ciencias Sociais,19196,Sim,29,10,11
1283,59,Nao,Solteiro,Masculino,Miguel Costa,Saude,Diretor de Manufatura,18,4,Medicina,20002,Nao,9,7,5
1286,28,Nao,Solteiro,Masculino,Otavio Oliveira,Saude,Tecnico de Laboratorio,1,4,Medicina,6842,Sim,4,2,0
1288,44,Nao,Divorciado,Masculino,Ravi Ferreira,Saude,Gestor,4,2,Ciencias Sociais,17477,Nao,25,9,14
1289,34,Nao,Casado,Masculino,Theo Nunes,Medicamentos,Tecnico de TI,11,3,Ciencias Sociais,21833,Nao,10,9,1
1291,35,Nao,Casado,Masculino,Valentin Martins,Saude,Pesquisador,6,1,Ciencias Sociais,6020,Sim,3,2,2
1296,28,Nao,Casado,Masculino,Benicio Lopes,Saude,Tecnico de Laboratorio,2,3,Ciencias Sociais,14222,Sim,2,2,2
1301,28,Nao,Solteiro,Masculino,Bernardo Santos,Saude,Pesquisador,1,3,Formacao Tecnica,4732,Nao,3,2,1
1304,32,Nao,Casado,Masculino,Dante Mendes,Alimentos,Auditor,8,3,Medicina,11693,Nao,10,7,0
1308,58,Nao,Divorciado,Masculino,Gael Teixeira,Saude,Pesquisador,23,4,Ciencias Sociais,26076,Nao,2,2,2
1309,32,Sim,Casado,Masculino,Heitor Dias,Saude,Tecnico de Laboratorio,7,2,Ciencias Sociais,22845,Nao,10,4,1
1310,39,Sim,Solteiro,Masculino,Lorenzo Barros,Saude,Pesquisador,23,3,Medicina,22154,Nao,5,2,0
1318,40,Sim,Solteiro,Masculino,Miguel Costa,Alimentos,Auditor,25,4,Marketing,17235,Sim,5,4,1
1319,52,Sim,Solteiro,Masculino,Otavio Oliveira,Alimentos,Auditor,5,3,Ciencias Sociais,21534,Sim,8,7,7
1322,39,Nao,Solteiro,Masculino,Ravi Ferreira,Saude,Diretor de Manufatura,18,2,Ciencias Sociais,13352,Nao,8,7,1
1329,41,Nao,Solteiro,Masculino,Theo Nunes,Alimentos,Auditor,10,2,Medicina,22074,Nao,19,2,11
1333,44,Sim,Casado,Masculino,Valentin Martins,Saude,Tecnico de Laboratorio,3,3,Ciencias Sociais,14669,Nao,3,2,1
1334,42,Nao,Casado,Masculino,Benicio Lopes,Saude,Gestor,2,1,Ciencias Sociais,26582,Sim,20,8,2
1338,56,Nao,Solteiro,Masculino,Bernardo Santos,Medicamentos,Gestor,8,4,Ciencias Sociais,4022,Nao,7,3,7
1340,40,Nao,Divorciado,Masculino,Dante Mendes,Saude,Pesquisador,16,2,Ciencias Sociais,8532,Nao,4,2,0
1344,34,Nao,Divorciado,Masculino,Gael Teixeira,Saude,Representante da Saude,9,3,Ciencias Sociais,5494,Nao,9,7,1
1346,40,Nao,Solteiro,Masculino,Heitor Dias,Saude,Pesquisador,2,3,Ciencias Sociais,22455,Nao,9,8,8
1350,35,Nao,Solteiro,Masculino,Lorenzo Barros,Saude,Pesquisador,4,4,Ciencias Sociais,2690,Sim,9,6,1
1352,51,Nao,Divorciado,Masculino,Miguel Costa,Medicamentos,Gestor,5,3,Ciencias Sociais,17588,Sim,33,9,0
1358,25,Nao,Casado,Masculino,Otavio Oliveira,Saude,Tecnico de Laboratorio,19,1,Medicina,9075,Nao,3,2,1
1361,40,Nao,Casado,Masculino,Ravi Ferreira,Saude,Tecnico de Laboratorio,1,4,Ciencias Sociais,6762,Nao,4,2,0
1363,48,Nao,Solteiro,Masculino,Theo Nunes,Saude,Diretor de Manufatura,4,3,Ciencias Sociais,18706,Nao,10,9,0
1371,27,Nao,Solteiro,Masculino,Valentin Martins,Alimentos,Auditor,2,1,Ciencias Sociais,20392,Nao,6,2,0
1372,55,Sim,Solteiro,Masculino,Benicio Lopes,Alimentos,Auditor,13,4,Marketing,9277,Sim,19,7,3
1373,56,Nao,Casado,Masculino,Bernardo Santos,Saude,Diretor de Manufatura,23,3,Ciencias Sociais,18235,Sim,19,16,15
1377,34,Nao,Casado,Masculino,Dante Mendes,Saude,Tecnico de Laboratorio,29,3,Medicina,17491,Nao,8,7,7
1382,38,Nao,Divorciado,Masculino,Gael Teixeira,Saude,Pesquisador,7,3,Ciencias Sociais,15748,Nao,4,2,0
1387,28,Nao,Casado,Masculino,Heitor Dias,Alimentos,Auditor,26,3,Ciencias Sociais,24232,Nao,5,3,0
1389,31,Sim,Casado,Masculino,Lorenzo Barros,Saude,Diretor de Manufatura,22,4,Medicina,21057,Sim,10,2,6
1390,39,Nao,Casado,Masculino,Miguel Costa,Alimentos,Auditor,21,4,Ciencias Sociais,3567,Sim,5,4,1
1391,51,Nao,Casado,Masculino,Otavio Oliveira,Alimentos,Auditor,2,3,Marketing,15395,Nao,4,2,3
1394,37,Nao,Casado,Masculino,Ravi Ferreira,Saude,Pesquisador,4,1,Ciencias Sociais,5182,Sim,6,4,1
1395,33,Nao,Casado,Masculino,Theo Nunes,Alimentos,Auditor,5,1,Ciencias Sociais,19293,Nao,5,4,1
1396,32,Nao,Casado,Masculino,Valentin Martins,Alimentos,Auditor,2,1,Marketing,20497,Sim,3,2,1
1397,39,Nao,Casado,Masculino,Benicio Lopes,Saude,Representante da Saude,25,2,Ciencias Sociais,3449,Nao,6,4,0
1399,25,Nao,Casado,Masculino,Bernardo Santos,Alimentos,Auditor,18,1,Ciencias Sociais,12477,Nao,3,2,1
1407,26,Nao,Solteiro,Masculino,Dante Mendes,Saude,Pesquisador,2,1,Medicina,4050,Nao,4,3,1
1412,35,Nao,Solteiro,Masculino,Gael Teixeira,Saude,Diretor de Manufatura,18,2,Ciencias Sociais,19944,Nao,2,2,2
1415,25,Nao,Casado,Masculino,Heitor Dias,Saude,Tecnico de Laboratorio,1,3,Formacao Tecnica,4910,Nao,3,2,0
1417,26,Nao,Solteiro,Masculino,Lorenzo Barros,Saude,Tecnico de Laboratorio,7,3,Outros,23577,Nao,7,7,0
1419,29,Nao,Solteiro,Masculino,Miguel Costa,Medicamentos,Tecnico de TI,17,3,Outros,9769,Nao,10,9,0
1420,49,Sim,Solteiro,Masculino,Otavio Oliveira,Saude,Tecnico de Laboratorio,28,2,Ciencias Sociais,22710,Nao,4,3,1
1424,55,Nao,Divorciado,Masculino,Ravi Ferreira,Saude,Diretor de Pesquisa,1,4,Medicina,12414,Nao,7,7,0
1431,34,Nao,Divorciado,Masculino,Theo Nunes,Saude,Pesquisador,1,4,Outros,20284,Nao,4,3,1
1434,27,Nao,Casado,Masculino,Valentin Martins,Saude,Tecnico de Laboratorio,11,1,Ciencias Sociais,7679,Nao,5,0,1
1435,36,Nao,Solteiro,Masculino,Caio Mendes,Saude,Tecnico de Laboratorio,4,4,Ciencias Sociais,22604,Nao,10,4,1
1438,47,Nao,Casado,Masculino,Davi Lopes,Saude,Pesquisador,1,3,Formacao Tecnica,10205,Nao,6,5,1
1439,25,Sim,Casado,Masculino,Enzo Oliveira,Alimentos,Representante de Setor,9,2,Ciencias Sociais,15182,Nao,3,2,2
1440,37,Nao,Solteiro,Masculino,Felipe Ferreira,Saude,Tecnico de Laboratorio,5,2,Formacao Tecnica,25470,Nao,6,5,1
1446,32,Nao,Casado,Masculino,Gael Nunes,Alimentos,Auditor,7,5,Marketing,23343,Nao,4,3,0
1448,41,Nao,Casado,Masculino,Heitor Martins,Saude,Pesquisador,5,5,Medicina,5561,Sim,4,2,0
1449,40,Nao,Divorciado,Masculino,Ian Teixeira,Saude,Tecnico de Laboratorio,9,4,Outros,23099,Nao,8,7,0
1453,31,Nao,Divorciado,Masculino,Lorenzo Dias,Alimentos,Auditor,8,2,Ciencias Sociais,8386,Nao,13,7,9
1457,46,Sim,Divorciado,Masculino,Miguel Barros,Alimentos,Auditor,9,3,Marketing,15986,Nao,7,7,4
1460,45,Nao,Divorciado,Masculino,Otavio Santos,Saude,Representante da Saude,20,3,Medicina,19863,Sim,7,7,0
1464,31,Sim,Casado,Masculino,Ravi Rodrigues,Saude,Tecnico de Laboratorio,2,3,Ciencias Sociais,21081,Sim,2,2,2
1465,45,Nao,Casado,Masculino,Theo Costa,Saude,Diretor de Manufatura,29,3,Formacao Tecnica,14720,Sim,3,1,1
1466,48,Nao,Divorciado,Masculino,Caio Mendes,Alimentos,Auditor,7,3,Marketing,24795,Nao,2,2,2
1468,40,Nao,Divorciado,Masculino,Davi Lopes,Saude,Diretor de Pesquisa,8,1,Medicina,25178,Nao,9,8,4
1469,28,Nao,Solteiro,Masculino,Enzo Oliveira,Alimentos,Auditor,5,3,Medicina,23490,Nao,5,4,1
1471,44,Nao,Solteiro,Masculino,Felipe Ferreira,Saude,Tecnico de Laboratorio,5,3,Ciencias Sociais,7973,Nao,5,2,0
1472,53,Nao,Solteiro,Masculino,Gael Nunes,Saude,Diretor de Pesquisa,2,3,Medicina,19764,Nao,9,8,8
1473,49,Nao,Casado,Masculino,Heitor Martins,Saude,Representante da Saude,5,4,Formacao Tecnica,21534,Nao,3,2,1
1474,40,Nao,Divorciado,Masculino,Ian Teixeira,Saude,Pesquisador,2,3,Medicina,8045,Nao,3,1,1
1475,44,Nao,Solteiro,Masculino,Lorenzo Dias,Saude,Pesquisador,20,3,Ciencias Sociais,21158,Nao,5,2,1
1477,33,Nao,Casado,Masculino,Miguel Barros,Alimentos,Auditor,7,3,Medicina,17456,Nao,4,3,0
1478,34,Nao,Solteiro,Masculino,Otavio Santos,Alimentos,Auditor,3,3,Outros,15891,Nao,13,9,3
1479,30,Nao,Casado,Masculino,Ravi Rodrigues,Alimentos,Auditor,16,1,Ciencias Sociais,2939,Nao,2,1,2
1482,30,Nao,Divorciado,Masculino,Theo Costa,Saude,Pesquisador,7,3,Formacao Tecnica,7152,Nao,1,0,0
1483,57,Nao,Casado,Masculino,Caio Mendes,Saude,Pesquisador,1,2,Ciencias Sociais,2721,Nao,12,9,2
1484,49,Nao,Divorciado,Masculino,Davi Lopes,Saude,Representante da Saude,7,4,Ciencias Sociais,20948,Nao,8,7,0
1485,34,Nao,Divorciado,Masculino,Enzo Oliveira,Saude,Diretor de Pesquisa,15,3,Medicina,11929,Nao,14,8,6
1486,28,Sim,Casado,Masculino,Felipe Ferreira,Alimentos,Representante de Setor,1,3,Formacao Tecnica,15747,Nao,3,2,1
1492,35,Nao,Casado,Masculino,Gael Nunes,Alimentos,Representante de Setor,7,1,Ciencias Sociais,16192,Nao,1,0,0
1494,24,Sim,Solteiro,Masculino,Heitor Martins,Saude,Tecnico de Laboratorio,9,3,Medicina,16998,Sim,0,0,0
1496,44,Nao,Solteiro,Masculino,Ian Teixeira,Saude,Diretor de Manufatura,2,1,Medicina,19719,Sim,2,2,2
1497,29,Nao,Divorciado,Masculino,Lorenzo Dias,Alimentos,Auditor,19,3,Ciencias Sociais,23757,Nao,10,7,0
1499,30,Nao,Divorciado,Masculino,Miguel Barros,Medicamentos,Tecnico de TI,1,3,Ciencias Sociais,15428,Nao,5,3,1
1501,55,Nao,Casado,Masculino,Otavio Santos,Saude,Representante da Saude,4,4,Ciencias Sociais,16143,Sim,3,2,1
1504,28,Sim,Solteiro,Masculino,Ravi Rodrigues,Saude,Tecnico de Laboratorio,2,2,Medicina,5355,Nao,0,0,0
1506,28,Nao,Divorciado,Masculino,Theo Costa,Saude,Pesquisador,1,3,Ciencias Sociais,12530,Nao,1,0,0
1507,28,Nao,Solteiro,Masculino,Caio Mendes,Alimentos,Auditor,7,3,Ciencias Sociais,11827,Nao,4,2,1
1514,28,Nao,Casado,Masculino,Davi Lopes,Saude,Diretor de Manufatura,29,1,Ciencias Sociais,3173,Nao,8,6,1
1515,33,Nao,Solteiro,Masculino,Enzo Oliveira,Saude,Representante da Saude,8,5,Ciencias Sociais,22049,Sim,0,0,0
1516,32,Nao,Solteiro,Masculino,Felipe Ferreira,Saude,Gestor,10,3,Medicina,21072,Nao,5,2,0
1522,29,Sim,Solteiro,Masculino,Gael Nunes,Saude,Pesquisador,1,4,Formacao Tecnica,7568,Nao,9,7,0
1523,44,Nao,Casado,Masculino,Heitor Martins,Saude,Diretor de Pesquisa,28,3,Ciencias Sociais,22074,Nao,20,6,14
1533,23,Nao,Solteiro,Masculino,Ian Teixeira,Saude,Tecnico de Laboratorio,20,1,Ciencias Sociais,24812,Nao,4,3,1
1534,40,Sim,Solteiro,Masculino,Lorenzo Dias,Saude,Tecnico de Laboratorio,9,4,Ciencias Sociais,21831,Nao,5,4,1
1535,34,Nao,Casado,Masculino,Miguel Barros,Alimentos,Auditor,1,3,Formacao Tecnica,12288,Sim,10,9,8
1539,50,Nao,Solteiro,Masculino,Otavio Santos,Saude,Diretor de Pesquisa,22,5,Medicina,24450,Sim,32,6,13
1541,34,Nao,Casado,Masculino,Ravi Rodrigues,Alimentos,Representante de Setor,7,2,Formacao Tecnica,4944,Sim,11,10,5
1542,42,Nao,Casado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,2,3,Medicina,24052,Nao,1,0,0
1543,37,Nao,Casado,Masculino,Caio Mendes,Saude,Pesquisador,13,3,Medicina,3031,Nao,10,8,3
1545,33,Nao,Solteiro,Masculino,Davi Lopes,Saude,Diretor de Manufatura,25,3,Ciencias Sociais,24152,Nao,5,3,0
1546,45,Nao,Casado,Masculino,Enzo Oliveira,Saude,Pesquisador,28,3,Formacao Tecnica,4585,Nao,5,4,0
1547,42,Nao,Casado,Masculino,Felipe Ferreira,Saude,Representante da Saude,2,3,Ciencias Sociais,18611,Sim,20,8,13
1548,40,Nao,Casado,Masculino,Gael Nunes,Alimentos,Auditor,9,2,Medicina,19345,Nao,8,4,7
1549,33,Nao,Casado,Masculino,Heitor Martins,Saude,Tecnico de Laboratorio,28,4,Ciencias Sociais,22949,Sim,15,14,5
1550,40,Nao,Solteiro,Masculino,Ian Teixeira,Medicamentos,Gestor,6,2,Medicina,17381,Sim,21,7,7
1551,24,Nao,Divorciado,Masculino,Lorenzo Dias,Saude,Tecnico de Laboratorio,21,2,Formacao Tecnica,10036,Nao,1,1,0
1552,40,Nao,Divorciado,Masculino,Miguel Barros,Saude,Representante da Saude,8,2,Ciencias Sociais,8841,Sim,2,2,2
1553,45,Nao,Divorciado,Masculino,Otavio Santos,Saude,Representante da Saude,,4,Formacao Tecnica,20933,Nao,10,8,7
1556,36,Nao,Solteiro,Masculino,Ravi Rodrigues,Alimentos,Representante de Setor,2,4,Ciencias Sociais,17001,Sim,3,2,1
1558,29,Nao,Casado,Masculino,Theo Costa,Saude,Pesquisador,9,3,Ciencias Sociais,22376,Nao,1,0,0
1560,33,Nao,Casado,Masculino,Diego Costa,Alimentos,Auditor,8,4,Ciencias Sociais,10589,Nao,2,2,2
1562,30,Sim,Casado,Masculino,Gabriel Oliveira,Alimentos,Auditor,1,3,Ciencias Sociais,5323,Nao,10,8,6
1563,38,Nao,Casado,Masculino,Henrique Ferreira,Medicamentos,Tecnico de TI,10,4,Recursos Humanos,14814,Nao,6,3,1
1564,35,Nao,Solteiro,Masculino,Joao Nunes,Saude,Tecnico de Laboratorio,1,3,Medicina,21731,Nao,3,0,1
1568,30,Nao,Casado,Masculino,Lorenzo Martins,Alimentos,Auditor,29,4,Formacao Tecnica,17799,Nao,4,2,1
1573,38,Sim,Casado,Masculino,Miguel Teixeira,Saude,Diretor de Manufatura,2,3,Medicina,7653,Nao,5,2,1
1574,32,Nao,Casado,Masculino,Nicolas Dias,Saude,Pesquisador,1,4,Formacao Tecnica,25174,Nao,6,5,1
1577,34,Nao,Solteiro,Masculino,Otavio Barros,Saude,Pesquisador,7,4,Medicina,22061,Nao,1,0,0
1578,55,Nao,Casado,Masculino,Pedro Santos,Alimentos,Gestor,26,5,Marketing,23037,Nao,36,6,2
1580,34,Nao,Casado,Masculino,Ravi Rodrigues,Saude,Pesquisador,1,4,Ciencias Sociais,13008,Nao,2,2,2
1582,38,Nao,Casado,Masculino,Theo Costa,Alimentos,Auditor,14,3,Ciencias Sociais,12355,Nao,9,8,7
1586,29,Nao,Solteiro,Masculino,Diego Costa,Saude,Tecnico de Laboratorio,3,1,Medicina,16213,Sim,10,9,1
1588,39,Nao,Casado,Masculino,Gabriel Oliveira,Alimentos,Auditor,6,3,Medicina,4658,Nao,7,6,7
1590,29,Nao,Divorciado,Masculino,Henrique Ferreira,Saude,Representante da Saude,2,1,Ciencias Sociais,24483,Nao,6,4,1
1591,50,Nao,Casado,Masculino,Joao Nunes,Alimentos,Gestor,9,3,Marketing,19519,Sim,1,0,0
1592,23,Nao,Casado,Masculino,Lorenzo Martins,Saude,Pesquisador,10,3,Formacao Tecnica,12826,Nao,2,2,2
1594,36,Nao,Casado,Masculino,Miguel Teixeira,Saude,Tecnico de Laboratorio,6,4,Ciencias Sociais,19711,Sim,3,2,0
1595,42,Nao,Solteiro,Masculino,Nicolas Dias,Saude,Gestor,9,2,Outros,26362,Nao,1,0,0
1596,35,Nao,Casado,Masculino,Otavio Barros,Saude,Tecnico de Laboratorio,28,3,Ciencias Sociais,25348,Nao,10,9,6
1597,34,Nao,Casado,Masculino,Pedro Santos,Saude,Representante da Saude,10,4,Formacao Tecnica,15332,Nao,8,2,7
1599,43,Nao,Divorciado,Masculino,Ravi Rodrigues,Saude,Tecnico de Laboratorio,27,3,Formacao Tecnica,5855,Nao,6,4,0
1601,35,Nao,Casado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,7,2,Ciencias Sociais,7713,Nao,1,0,0
1602,46,Nao,Solteiro,Masculino,Diego Costa,Alimentos,Gestor,1,4,Ciencias Sociais,3156,Nao,26,0,0
1604,28,Sim,Casado,Masculino,Gabriel Oliveira,Saude,Tecnico de Laboratorio,24,3,Medicina,7324,Sim,1,1,0
1606,50,Nao,Casado,Masculino,Henrique Ferreira,Saude,Representante da Saude,20,5,Medicina,20689,Sim,30,8,12
1609,30,Nao,Casado,Masculino,Joao Nunes,Saude,Pesquisador,7,3,Medicina,5348,Nao,6,4,1
1612,45,Nao,Casado,Masculino,Lorenzo Martins,Alimentos,Auditor,26,3,Marketing,24162,Nao,10,7,4
1613,31,Nao,Solteiro,Masculino,Miguel Teixeira,Alimentos,Auditor,2,4,Outros,21602,Nao,5,2,0
1615,34,Nao,Divorciado,Masculino,Nicolas Dias,Saude,Diretor de Manufatura,10,4,Ciencias Sociais,17000,Nao,9,7,7
